연번,검사년도,검사월,수도사업자,정수장명,수원종류,수질검사기관,일반세균,총대장균군,납,불소,비소,셀레늄,수은,시안,크롬,암모니아성질소,질산성질소,카드뮴,페놀,총트리할로메탄,다이아지논,파라티온,1_2-디브로모-3-클로로프로판,페니트로티온,카바릴,1_1_1-트리클로로에탄,테트라클로로에틸렌,트리클로로에틸렌,디클로로메탄,벤젠,톨루엔,에틸벤젠,크실렌,1_1-디클로로에틸렌,사염화탄소,경도,과망간산칼륨소비량,냄새,맛,동,색도,세제,수소이온농도,아연,염소이온,증발잔류물,철,망간,탁도,황산이온,알루미늄,잔류염소,붕소,클로로포름,대장균-분원성대장균군,클로랄하이드레이트,디브로모아세토니트릴,디클로로아세토니트릴,트리클로로아세토니트릴,할로아세틱에시드,브로모디클로로메탄,디브로모클로로메탄,1_4-다이옥산,포름알데히드,브롬산염,우라늄
13097,2021,6,강원도 태백시,혈리,용천수,(주)키위수질시험센터,0,불검출,0,0,0,0,0,0,0,0,2.3,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,82,1,적합,적합,0.007,1,0,7.5,0.007,13.2,134,0,0,0.16,7,0,0.51,0.01,0.011,불검출,0,0,0.0038,0,0.002,0.003,0,0,0,0,0.8
13098,2021,6,강원도 속초시,설악,복류수,강원-보건환경연구원,0,불검출,0,0.23,0,0,0,0,0,0,0.9,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.7,적합,적합,0,1,0,6.8,0,4.5,28,0,0,0.02,2,0.05,0.68,0,0.006,불검출,0.002,0,0.0012,0,0.021,0,0,0,0,0.0007,
13099,2021,6,강원도 속초시,속초,복류수,강원-보건환경연구원,0,불검출,0,0.19,0,0,0,0,0,0,1.5,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.3,적합,적합,0,1,0,6.6,0,20.1,81,0,0,0.02,6,0,0.6,0,0,불검출,0,0.0013,0.0006,0,0.005,0,0.004,0,0,0,
13100,2021,6,강원도 속초시,학사평,계곡수,강원-보건환경연구원,0,불검출,0,0.42,0,0,0,0,0,0,0.2,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.6,적합,적합,0,1,0,6.3,0,7,42,0,0,0.02,2,0.04,0.65,0,0.011,불검출,0.002,0,0.0013,0,0.039,0,0,0,0,0,
13101,2021,6,강원도 삼척시,동막,복류수,연세환경,0,불검출,0,0,0,0,0,0,0,0,1.3,0,0,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,적합,적합,0.015,1,0,7.6,0,8,64,0,0,0.03,7,0,0.42,0,0.052,불검출,0.0038,0,0.0016,0,0.016,0.008,0,0,0,0,
13102,2021,6,강원도 삼척시,마교,하천수,연세환경,0,불검출,0,0,0,0,0,0,0,0,1.5,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,적합,적합,0.072,1,0,8.4,0.006,4.8,112,0,0,0.09,4,0.03,0.5,0,0.011,불검출,0.0038,0,0.0007,0,0.008,0.005,0,0,0,0,
13103,2021,6,강원도 삼척시,마평,복류수,연세환경,0,불검출,0,0,0,0,0,0,0,0,1.8,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,적합,적합,0,1,0,7.4,0.005,6.7,84,0,0,0.05,17,0.04,0.64,0,0.012,불검출,0.0024,0.0008,0.0007,0,0.005,0.004,0,0,0,0,
13104,2021,6,강원도 삼척시,옥원,복류수,연세환경,0,불검출,0,0,0,0,0,0,0,0,1.3,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,적합,적합,0.028,1,0,6.7,0.028,8.8,39,0,0,0.05,7,0,0.63,0,0.028,불검출,0.0051,0,0.0016,0,0.016,0.006,0,0,0,0,
13105,2021,6,강원도 삼척시,임원,지하수,연세환경,0,불검출,0,0,0,0,0,0,0,0,1.6,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0.4,적합,적합,0.028,1,0,6.7,0.044,10.6,82,0,0,0.07,9,0,0.59,0,0,불검출,0.002,0.0008,0.0007,0,0.006,0.003,0,0,0,0.0008,0
13106,2021,6,강원도 홍천군,도관,복류수,중앙생명연구원(주),0,불검출,0,0,0,0,0,0,0,0,3.7,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2.1,적합,적합,0,0,0,6.9,0.011,21.6,86,0,0,0.03,8,0,0.63,0,0.012,불검출,0,0,0,0,0.011,0.005,0,0,0,0.0012,0
13107,2021,6,강원도 홍천군,성산,복류수,연세환경,0,불검출,0,0,0,0,0,0,0,0,3.4,0,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,적합,적합,0.027,1,0,6.5,0.012,11.8,83,0,0,0.05,11,0,0.64,0.01,0.035,불검출,0.0029,0.0012,0.002,0,0.007,0.007,0,0,0,0,0
13108,2021,6,강원도 홍천군,속초,복류수,한울생명과학(주),0,불검출,0,0,0,0,0,0,0,0,1.2,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,15,0,적합,적합,0.016,1,0,7.4,0.136,8.3,22,0,0,0.4,5,0,0.87,0,0.038,불검출,0.0089,0,0.0035,0,0.041,0.002,0,0,0,0.0006,0
13109,2021,6,강원도 홍천군,자은,복류수,연세환경,0,불검출,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,적합,적합,0.035,1,0,6.8,0.066,9.1,114,0,0,0.22,10,0,0.76,0,0,불검출,0.0038,0.0012,0.0022,0,0.014,0,0,0,0,0,0
13110,2021,6,강원도 홍천군,창촌,복류수,중앙생명연구원(주),0,불검출,0,0,0,0,0,0,0,0,8.6,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0.7,적합,적합,0,0,0,6.9,0.003,28.6,138,0,0,0.04,16,0,0.79,0.04,0.014,불검출,0,0,0,0,0.002,0,0,0,0,0,0
13111,2021,6,강원도 홍천군,태학,복류수,한울생명과학(주),0,불검출,0,0,0,0,0,0,0,0,3.1,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,59,0.3,적합,적합,0.005,1,0,7.1,0.037,18.1,112,0,0,0.29,11,0,0.75,0,0.018,불검출,0.005,0,0.0024,0,0.032,0.004,0,0,0,0,0
13112,2021,6,강원도 홍천군,풍암,복류수,중앙생명연구원(주),0,불검출,0,0,0,0,0,0,0,0,2.6,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,적합,적합,0,0,0,6.9,0.019,8.4,64,0,0,0.03,6,0,0.78,0,0.016,불검출,0,0,0,0,0.014,0.004,0,0,0,0.0005,0
13113,2021,6,강원도 영월군,상동,복류수,KOTITI시험연구원,0,불검출,0,0,0,0,0,0,0,0,0.5,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1.3,적합,적합,0,0,0,7.3,0.004,3.5,43,0,0,0.15,4,0.08,0.75,0,0.02,불검출,0.003,0.0013,0.0011,0,0.033,0,0,0,0,0,0
13114,2021,6,강원도 영월군,쌍용,하천수,KOTITI시험연구원,0,불검출,0,0,0,0,0,0,0,0,3,0,0,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,1.3,적합,적합,0,0,0,7.9,0,21.8,156,0,0,0.11,12,0.12,0.78,0.01,0.022,불검출,0.0051,0.0013,0.002,0,0.027,0.005,0,0,0,0,0.1
13115,2021,6,강원도 영월군,영월,지하수,KOTITI시험연구원,0,불검출,0,0,0,0,0,0,0,0,1.9,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0.8,적합,적합,0,0,0,7.6,0,8.6,104,0,0,0.1,12,0,0.47,0.01,0.004,불검출,0,0.0008,0,0,0,0,0,0,0,0,0.3
13116,2021,6,강원도 영월군,주천,지하수,KOTITI시험연구원,0,불검출,0,0,0,0,0,0,0,0,3.1,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1.3,적합,적합,0,0,0,7.5,0.003,19,162,0,0,0.13,10,0,0.68,0.01,0.013,불검출,0.0014,0.0012,0.0012,0,0.019,0.005,0,0,0,0,0.1
13117,2021,6,강원도 영월군,하동,지하수,KOTITI시험연구원,0,불검출,0,0,0,0,0,0,0,0,2.3,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0.8,적합,적합,0,0,0,7.9,0,13.5,188,0,0,0.09,17,0.05,0.54,0,0.005,불검출,0.0005,0.0009,0,0,0,0,0,0,0,0,0.4
13118,2021,6,강원도 평창군,대관령,복류수,(주)다솔물환경연구소,0,불검출,0,0,0,0,0,0,0,0,4.7,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,3,적합,적합,0,1,0,8,0.048,41.3,149,0,0,0.1,12,0,0.73,0.01,0.01,불검출,0.0018,0.0006,0.0012,0,0.037,0.003,0.002,0,0,0,0
13119,2021,6,강원도 평창군,미탄,복류수,(주)다솔물환경연구소,0,불검출,0,0,0,0,0,0,0,0,4,0,0,0.015,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0.009,0,68,2.5,적합,적합,0,1,0,7.6,0.038,8.2,32,0,0,0.14,5,0,1.1,0,0,불검출,0.0009,0.0005,0.0007,0,0.014,0.003,0.001,0,0,0,
13120,2021,6,강원도 평창군,봉평,복류수,(주)다솔물환경연구소,0,불검출,0,0,0,0,0,0,0,0,5.6,0,0,0.027,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,68,2.9,적합,적합,0,1,0,7,0.01,12.5,81,0,0,0.16,13,0,1,0.01,0.022,불검출,0.0016,0,0.0015,0,0.034,0.004,0.001,0,0,0,
13121,2021,6,강원도 평창군,신대관령,호소수,(주)다솔물환경연구소,0,불검출,0,0,0,0,0,0,0,0,1.4,0,0,0.036,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,58,2.3,적합,적합,0,1,0,7.3,0.036,13.6,16,0,0,0.04,4,0,0.83,0,0.034,불검출,0.0025,0,0.0016,0,0.03,0,0,0,0,0,
13122,2021,6,강원도 평창군,진부,복류수,(주)다솔물환경연구소,0,불검출,0,0,0,0,0,0,0,0,3.5,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,3,적합,적합,0,1,0,7.4,0.02,24.5,88,0,0,0.29,10,0,0.88,0.01,0.018,불검출,0.0019,0,0.0019,0,0.035,0.004,0.001,0,0,0,
13123,2021,6,강원도 평창군,평창대화통합,복류수,(주)다솔물환경연구소,0,불검출,0,0,0,0,0,0,0,0,5.1,0,0,0.021,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,118,3,적합,적합,0,1,0,8.1,0.014,22,133,0,0,0.05,17,0,1.11,0,0.016,불검출,0.0015,0.0006,0.0011,0,0.016,0.004,0.001,0,0,0,
13124,2021,6,강원도 정선군,구절,복류수,중앙생명연구원(주),0,불검출,0,0,0,0,0,0,0,0,1,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,3.2,적합,적합,0,0,0,5.9,0,3.4,116,0,0,0.09,6,0,0.26,0,0.011,불검출,0,0,0,0,0.009,0,0,0,0,0,0.4
13125,2021,6,강원도 정선군,납돌,복류수,중앙생명연구원(주),0,불검출,0,0,0,0,0,0,0,0,2.3,0,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,2,적합,적합,0,0,0,7.7,0,15,130,0,0,0.26,14,0,0.48,0.01,0.035,불검출,0.0006,0,0,0,0.025,0.008,0,0,0,0,0.3
13126,2021,6,강원도 정선군,덕송,복류수,중앙생명연구원(주),0,불검출,0,0,0,0,0,0,0,0,2.1,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,3.1,적합,적합,0,0,0,7.8,0,10.6,82,0,0,0.09,10,0,0.6,0.01,0.021,불검출,0.0007,0,0,0,0.014,0.006,0,0,0,0,0.3
13127,2021,6,강원도 정선군,도사곡,복류수,중앙생명연구원(주),0,불검출,0,0,0,0,0,0,0,0,2.2,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,1.9,적합,적합,0,0,0,7.3,0,12.4,92,0,0,0.16,6,0.03,0.39,0.01,0.034,불검출,0.0014,0,0,0,0.028,0.007,0,0,0,0,0
13128,2021,6,강원도 정선군,북평,복류수,중앙생명연구원(주),0,불검출,0,0,0,0,0,0,0,0,1.9,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2.4,적합,적합,0,0,0,7.7,0,12,113,0,0,0.08,10,0.05,0.72,0.02,0.02,불검출,0,0,0,0,0.012,0.006,0,0,0,0,0.4
13129,2021,6,강원도 정선군,여량,복류수,중앙생명연구원(주),0,불검출,0,0,0,0,0,0,0,0,2.5,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,3.5,적합,적합,0,0,0,7.7,0,9.6,121,0,0,0.1,10,0,0.43,0.02,0.013,불검출,0,0,0,0,0.011,0.004,0,0,0,0,0.6
13130,2021,6,강원도 정선군,임계,복류수,중앙생명연구원(주),0,불검출,0,0,0,0,0,0,0,0,5.8,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,3.2,적합,적합,0,0,0,7,0.003,13.9,104,0,0,0.1,16,0,0.36,0.05,0.01,불검출,0,0,0,0,0.009,0.005,0,0,0,0,0
13131,2021,6,강원도 정선군,조동,복류수,중앙생명연구원(주),0,불검출,0,0,0,0,0,0,0,0,2.3,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2.2,적합,적합,0,0,0,7.7,0,11.3,132,0,0,0.13,14,0,0.69,0.01,0.022,불검출,0,0,0,0,0.014,0.006,0,0,0,0,0.1
13132,2021,6,강원도 정선군,증산,복류수,중앙생명연구원(주),0,불검출,0,0,0,0,0,0,0,0,2.2,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1.7,적합,적합,0.008,0,0,7.8,0.004,12.4,84,0,0,0.1,6,0.02,0.56,0.01,0.034,불검출,0.0016,0,0.0005,0,0.027,0.007,0,0,0,0,0
13133,2021,6,강원도 정선군,화암,복류수,중앙생명연구원(주),1,불검출,0,0,0,0,0,0,0,0,3.7,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0.7,적합,적합,0,0,0,7.8,0,12.4,200,0,0,0.06,14,0,0.25,0.02,0.005,불검출,0,0,0,0,0.001,0,0,0,0,0,0.2
13134,2021,6,강원도 철원군,갈말,복류수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,2,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0.9,적합,적합,0,1,0,7.5,0,11.4,69,0,0,0.07,8,0.07,0.5,0,0.018,불검출,0.0039,0,0.0035,0,0.006,0,0.004,0,0,0.0012,0
13135,2021,6,강원도 철원군,동송,복류수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,2,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0.8,적합,적합,0,1,0,7,0,10.6,68,0,0,0.15,7,0.09,0.5,0,0.017,불검출,0.0053,0,0.0037,0,0.008,0,0.004,0,0,0,0
13136,2021,6,강원도 철원군,서면,복류수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,1.2,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0.4,적합,적합,0,1,0,7.2,0,3.7,132,0,0,0.06,5,0.07,0.4,0,0.004,불검출,0,0,0.0005,0,0.001,0,0,0,0,0.0015,0
13137,2021,6,강원도 화천군,사창,복류수,강원-보건환경연구원,0,불검출,0,0.16,0,0,0,0,0,0,2.4,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.8,적합,적합,0,1,0,6.8,0,8.9,39,0,0,0.08,5,0,1,0,0.006,불검출,0.001,0,0.0011,0,0.01,0,0,0,0,0.002,
13138,2021,6,강원도 화천군,산양,복류수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,1.7,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0.9,적합,적합,0,1,0,7,0,10.6,63,0,0,0.28,8,0.03,0.48,0,0.006,불검출,0,0,0.0005,0,0.005,0,0,0,0,0.0045,
13139,2021,6,강원도 화천군,화천,복류수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,0.5,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0.4,적합,적합,0,1,0,6.9,0,5.4,71,0,0,0.07,7,0,0.66,0,0,불검출,0,0,0,0,0.001,0,0,0,0,0.0014,
13140,2021,6,강원도 양구군,남면,복류수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,1.9,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0.9,적합,적합,0,1,0,7.1,0,12.4,67,0,0,0.13,7,0.03,0.4,0,0.018,불검출,0.001,0,0.0008,0.0007,0.037,0.003,0,0,0,0.001,0
13141,2021,6,강원도 양구군,동면,복류수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,1.5,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.7,적합,적합,0,1,0,7.3,0,15,32,0,0,0.09,3,0.04,0.5,0,0.019,불검출,0.0029,0,0.0012,0.0007,0.043,0.003,0,0,0,0,0
13142,2021,6,강원도 양구군,방산면,복류수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,0.9,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.8,적합,적합,0,1,0,7.3,0.004,2.9,34,0,0,0.15,4,0,0.5,0,0.025,불검출,0.0015,0,0.0009,0,0.033,0.002,0,0,0,0.0014,0
13143,2021,6,강원도 양구군,양구,복류수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,2.9,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0.8,적합,적합,0,1,0,6.9,0,18.8,97,0,0,0.11,10,0,0.6,0,0.026,불검출,0.0034,0,0.0015,0.0007,0.063,0.005,0.001,0,0,0.0051,0
13144,2021,6,강원도 인제군,기린·상남 통합,복류수,연세환경,0,불검출,0,0,0,0,0,0,0,0,1.8,0,0,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.5,적합,적합,0.005,1,0,7.2,0.005,12.1,39,0,0,0.27,5,0,0.77,0,0.034,불검출,0.0034,0.0008,0.0015,0,0.012,0.004,0,0.002,0,0,
13145,2021,6,강원도 인제군,덕산,복류수,연세환경,0,불검출,0,0,0,0,0,0,0,0,2.5,0,0,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1.5,적합,적합,0.051,1,0,7.2,0.017,13.7,51,0,0,0.02,7,0,0.79,0,0.041,불검출,0.0026,0.0008,0.0017,0,0.013,0.005,0,0,0,0,
13146,2021,6,강원도 인제군,부평,복류수,연세환경,0,불검출,0,0,0,0,0,0,0,0,1.9,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2.8,적합,적합,0.016,1,0,7.2,0.003,8.3,54,0,0,0.02,5,0,0.64,0,0.07,불검출,0.0053,0.0008,0.0026,0,0.031,0.004,0,0.001,0,0,
13147,2021,6,강원도 인제군,서화,복류수,연세환경,0,불검출,0,0,0,0,0,0,0,0,1.4,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2.2,적합,적합,0.005,1,0,7.2,0,5.8,32,0,0,0.03,4,0,0.8,0,0.037,불검출,0.0042,0.0007,0.002,0,0.037,0,0,0,0,0,
13148,2021,6,강원도 인제군,용대,복류수,연세환경,0,불검출,0,0.25,0,0,0,0,0,0,1.7,0,0,0.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1.9,적합,적합,0.014,1,0,7.1,0.002,6.5,26,0,0,0.02,4,0,0.8,0,0.079,불검출,0.0062,0.0008,0.0025,0,0.044,0,0,0,0,0,
13149,2021,6,강원도 인제군,천도,복류수,연세환경,0,불검출,0,0.2,0,0,0,0,0,0,1.4,0,0,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2.4,적합,적합,0.01,1,0,7.2,0.012,5.7,45,0,0,0.02,4,0,0.4,0,0.064,불검출,0.0074,0,0.0026,0,0.024,0.004,0,0,0,0,
13150,2021,6,강원도 고성군,고성군 통합,복류수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1.6,적합,적합,0,1,0,6.9,0,9.6,64,0,0,0.02,4,0.06,0.65,0,0,불검출,0.0011,0.0006,0.001,0,0.006,0,0,0,0,0,0
13151,2021,6,강원도 고성군,현내,복류수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1.7,적합,적합,0.01,1,0,6.8,0,8,60,0,0,0,6,0,0.52,0,0,불검출,0.013,0,0.0008,0,0,0,0,0,0,0.0017,0
13152,2021,6,강원도 양양군,양양,복류수,연세환경,0,불검출,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,적합,적합,0.006,1,0,6.3,0.006,11.9,52,0,0,0.05,6,0,0.45,0,0,불검출,0.0019,0.0012,0.0012,0,0.005,0,0,0,0,0,
13153,2021,6,강원도 양양군,오색,계곡수,연세환경,0,불검출,0,0.37,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1.6,적합,적합,0.008,1,0,6.6,0.007,14.9,19,0,0,0.2,3,0,0.42,0,0,불검출,0.005,0.0013,0.0022,0,0.036,0,0,0,0,0,
13154,2021,6,충청북도 청주시,낭성,지하수,청주시상수도사업본부,0,불검출,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,적합,적합,0,0,0,7.1,0.031,13.2,112,0,0,0.06,6,0,0.6,0,0,불검출,0,0.0019,0,0,0,0,0,0,0,0,0.4
13155,2021,6,충청북도 청주시,미원,지하수,청주시상수도사업본부,0,불검출,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,적합,적합,0,0,0,7.3,0.015,10.6,138,0.08,0,0.05,6,0,0.6,0,0,불검출,0,0.0017,0,0,0,0,0,0,0,0,0.5
13156,2021,6,충청북도 청주시,지북,호소수,청주시상수도사업본부,0,불검출,0,0,0,0,0,0,0,0,1,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1.5,적합,적합,0,0,0,7,0,14.3,84,0,0,0.06,10,0,0.7,0.01,0.027,불검출,0.0022,0.0017,0.0019,0,0,0.008,0,0,0,0,0
13157,2021,6,충청북도 충주시,단월1,복류수,충주시상수도사업소,0,불검출,0,0,0,0,0,0,0,0,2.4,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,4.4,적합,적합,0,0,0,7,0.004,22,140,0,0,0.07,15,0.04,0.86,0.01,0.019,불검출,0.0044,0.001,0.0102,0.0014,0.014,0.004,0,0.009,0.02,0,2.9
13158,2021,6,충청북도 충주시,단월2,복류수,충주시상수도사업소,0,불검출,0,0,0,0,0,0,0,0,2.4,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,3.7,적합,적합,0,0,0,6.9,0.005,22,135,0,0,0.07,14,0.03,0.72,0.01,0.027,불검출,0.0046,0.0008,0.0118,0.0009,0.01,0.005,0,0.012,0,0,2.9
13159,2021,6,충청북도 제천시,고암,하천수,제천시수도사업소,0,불검출,0,0.18,0,0,0,0,0,0,3.3,0,0,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2.5,적합,적합,0,1,0,7.8,0,21.3,145,0,0,0.05,12,0.12,1.2,0.01,0.037,불검출,0.0027,0.0021,0.0149,0,0.054,0.009,0.001,0,0,0,
13160,2021,6,충청북도 보은군,교사,복류수,맑은환경시험연구원,0,불검출,0,0.27,0,0,0,0,0,0,1.4,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,1.5,적합,적합,0,1,0,7,0.004,13.1,147,0,0,0.11,17,0,0.66,0.01,0.012,불검출,0.0025,0.0011,0.0016,0,0.02,0.007,0.004,0,0,0,
13161,2021,6,충청북도 보은군,내북,지하수,맑은환경시험연구원,0,불검출,0,0,0,0,0,0,0,0,2.5,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1.9,적합,적합,0.009,1,0,7.8,0.062,6.2,136,0,0,0.19,9,0,0.61,0,0,불검출,0,0.0008,0,0,0.002,0.003,0.003,0,0,0,0.3
13162,2021,6,충청북도 보은군,원남,복류수,맑은환경시험연구원,0,불검출,0,0.76,0,0,0,0,0,0,3.3,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,1.7,적합,적합,0.004,1,0,7.3,0.012,33.9,263,0,0,0.12,23,0,0.67,0.01,0.008,불검출,0.0019,0.0018,0.001,0,0.015,0.008,0.006,0,0,0.0005,
13163,2021,6,충청북도 옥천군,안남,복류수,한울생명과학(주),0,불검출,0,0,0,0,0,0,0,0,1.4,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1,적합,적합,0.014,1,0,7.4,0.011,13.3,54,0,0,0.42,11,0,0.71,0,0.023,불검출,0.0078,0,0.0048,0,0.025,0.006,0.001,0,0,0.0008,
13164,2021,6,충청북도 옥천군,옥천,복류수,한울생명과학(주),0,불검출,0,0,0,0,0,0,0,0,1.7,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1.5,적합,적합,0.006,1,0,7.5,0.011,16.3,57,0,0,0.09,10,0.04,0.7,0,0.018,불검출,0.0083,0,0.0047,0,0.012,0.006,0.001,0,0,0.0013,
13165,2021,6,충청북도 옥천군,청산,복류수,한울생명과학(주),0,불검출,0,0,0,0,0,0,0,0,5,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0.7,적합,적합,0.012,1,0,7.3,0.031,23.6,121,0,0,0.14,18,0,0.69,0,0,불검출,0.0015,0.0018,0,0,0.005,0.004,0.004,0,0.31,0.0007,
13166,2021,6,충청북도 영동군,궁촌,호소수,(주)동우환경기술연구원,0,불검출,0,0,0,0,0,0,0,0,1.3,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.4,적합,적합,0,1,0,6.8,0.003,10.8,107,0,0,0.15,8,0,0.49,0,0.012,불검출,0,0,0,0,0.001,0,0,0,0,0,
13167,2021,6,충청북도 영동군,영동,복류수,(주)동우환경기술연구원,0,불검출,0,0,0,0,0,0,0,0,1.5,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0.4,적합,적합,0,1,0,6.9,0,16.7,109,0,0,0.13,9,0.03,0.53,0.01,0.017,불검출,0.0005,0,0.0019,0,0.002,0,0,0,0,0,
13168,2021,6,충청북도 진천군,백곡,지하수,(주)동우환경기술연구원,0,불검출,0,0.18,0.005,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0.5,적합,적합,0.013,1,0,6.7,0.043,13.9,259,0,0,0.12,26,0,0.25,0,0,불검출,0,0,0,0,0.005,0,0,0,0,0.0016,2
