연번,검사년도,검사월,수도사업자,정수장명,수원종류,수질검사기관,일반세균,총대장균군,납,불소,비소,셀레늄,수은,시안,크롬,암모니아성질소,질산성질소,카드뮴,페놀,총트리할로메탄,다이아지논,파라티온,1_2-디브로모-3-클로로프로판,페니트로티온,카바릴,1_1_1-트리클로로에탄,테트라클로로에틸렌,트리클로로에틸렌,디클로로메탄,벤젠,톨루엔,에틸벤젠,크실렌,1_1-디클로로에틸렌,사염화탄소,경도,과망간산칼륨소비량,냄새,맛,동,색도,세제,수소이온농도,아연,염소이온,증발잔류물,철,망간,탁도,황산이온,알루미늄,잔류염소,붕소,클로로포름,대장균-분원성대장균군,클로랄하이드레이트,디브로모아세토니트릴,디클로로아세토니트릴,트리클로로아세토니트릴,할로아세틱에시드,브로모디클로로메탄,디브로모클로로메탄,1_4-다이옥산,포름알데히드,브롬산염,우라늄
2744,2019,7,경기도 남양주시,도곡,하천수,(주)수앤수물환경연구소,0,불검출,0,0,0,0,0,0,0,0,1.4,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,3.1,적합,적합,0,1,0,7.2,0.033,19.7,96,0,0,0.05,11,0,0.63,0,0.021,불검출,0.0024,0,0.0007,0,0.022,0.009,0.003,0,0,0,0
2745,2019,7,경기도 남양주시,화도,하천수,(주)수앤수물환경연구소,0,불검출,0,0,0,0,0,0,0,0,1.5,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3.6,적합,적합,0,1,0,7.3,0.032,14.7,71,0,0.004,0.05,8,0,0.97,0,0.025,불검출,0.0012,0,0,0,0.02,0.007,0,0,0,0,0
2746,2019,7,경기도 군포시,군포,호소수,(주)혜성환경,0,불검출,0,0,0,0,0,0,0,0.02,0.8,0,0,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2.3,적합,적합,0,1,0,6.9,0.006,22.9,236,0,0,0.16,15,0.12,0.75,0.01,0.027,불검출,0,0,0,0,0,0.011,0.004,0,0,0,
2747,2019,7,경기도 의왕시,청계,호소수,KOTITI시험연구원,0,불검출,0,0,0,0,0,0,0,0,1.1,0,0,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1.6,적합,적합,0,0,0,7.6,0.02,22.5,129,0,0,0.39,14,0.06,0.64,0.01,0.046,불검출,0.0191,0.0009,0.0066,0,0.011,0.012,0.004,0,0,0,0
2748,2019,7,경기도 하남시,하남,하천수,KOTITI시험연구원,0,불검출,0,0,0,0,0,0,0,0,1.1,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2.1,적합,적합,0,0,0,7.3,0,16.8,111,0,0,0.08,10,0.05,0.8,0.01,0.036,불검출,0.0116,0.0006,0.0041,0,0.012,0.009,0,0,0,0,0
2749,2019,7,경기도 용인시,용인,호소수,용인시 상수도사업소,0,불검출,0,0,0,0,0,0,0,0,2,0,0,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,1.5,적합,적합,0,0,0,7.3,0,31.7,300,0,0,0.08,20,0.07,1.52,0.02,0.04,불검출,0.0169,0,0.0017,0,0.033,0.011,0.002,0,0,0,
2750,2019,7,경기도 파주시,문산,하천수,한국수자원공사 한강유역본부,0,불검출,0,0,0,0,0,0,0,0,0.9,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2.1,적합,적합,0,0,0,7.2,0.01,59.1,255,0,0,0.04,44,0.04,0.99,0.04,0.031,불검출,0.0015,0,0.0005,0,0.012,0.018,0.007,0,0,0,
2751,2019,7,경기도 이천시,이천,하천수,수원시상수도사업소,0,불검출,0,0,0,0,0,0,0,0,1.8,0,0,0.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,1.9,적합,적합,0,0,0,7.2,0.002,22,120,0,0,0.13,16,0.11,0.54,0.01,0.043,불검출,0.0031,0.0076,0.0009,0,0.02,0.013,0.004,0,0,0,
2752,2019,7,경기도 안성시,죽산,지하수,국립한경대학교 한경분석센터,0,불검출,0,0.3,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1.4,적합,적합,0,0,0,6.8,0.006,13.7,102,0,0,0.05,10,0,0.45,0,0,불검출,0.0019,0,0,0,0.016,0,0,0,0,0,0
2753,2019,7,경기도 김포시,고촌,호소수,김포시-상수도사업소,0,불검출,0,0,0,0,0,0,0,0,1.1,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,1.4,적합,적합,0,1,0,6.9,0,22,106,0,0,0.08,14,0,0.71,0,0.004,불검출,0,0.0012,0.0006,0,0.027,0,0,0,0,0,
2754,2019,7,경기도 광주시,광주1,호소수,한국수자원공사 한강유역본부,0,불검출,0,0,0,0,0,0,0,0,1,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,3.3,적합,적합,0,0,0,7.8,0,27.6,174,0,0,0.08,20,0.06,0.89,0.02,0.015,불검출,0.0034,0,0.0018,0,0.014,0.009,0.004,0,0,0,
2755,2019,7,경기도 광주시,광주2,호소수,한국수자원공사 한강유역본부,0,불검출,0,0,0,0,0,0,0,0,0.8,0,0,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2.2,적합,적합,0.052,0,0,7.7,0.052,29.3,172,0,0,0.07,19,0.04,0.94,0.02,0.031,불검출,0.0005,0,0,0,0.005,0.007,0,0,0,0,
2756,2019,7,경기도 광주시,광주3,호소수,한국수자원공사 한강유역본부,0,불검출,0,0,0,0,0,0,0,0,1,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2.2,적합,적합,0,0,0,7.7,0,27.7,177,0,0,0.08,20,0.07,0.79,0.02,0.013,불검출,0.0028,0,0.0015,0,0.013,0.008,0.004,0,0,0,
2757,2019,7,경기도 포천시,관인,지하수,(주)수앤수물환경연구소,0,불검출,0,0,0,0,0,0,0,0,3.1,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1.2,적합,적합,0,1,0,6.6,0.42,16.2,142,0,0,0.04,12,0,0.57,0,0.001,불검출,0.0006,0.001,0,0,0.007,0,0.004,0,0,0,0
2758,2019,7,경기도 포천시,이동,지하수,(주)수앤수물환경연구소,0,불검출,0,0.28,0,0,0,0,0,0,1.9,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1.8,적합,적합,0,1,0,5.8,0.042,24,132,0,0,0.05,7,0,0.68,0,0.01,불검출,0.0032,0,0.0013,0,0.018,0.005,0.002,0,0,0.0009,0
2759,2019,7,경기도 여주시,여주,하천수,KOTITI시험연구원,0,불검출,0,0,0,0,0,0,0,0,1.8,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,2.1,적합,적합,0,0,0,7.9,0,23.2,163,0,0,0.32,16,0.13,0.74,0.01,0.039,불검출,0.0146,0.0012,0.0044,0,0.017,0.01,0.003,0,0,0,
2760,2019,7,경기도 연천군,연천,하천수,경기-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,0.3,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0.8,적합,적합,0,0,0,6.8,0.005,8.9,120,0,0,0,8,0.15,0.72,0.01,0.024,불검출,0.0102,0.0014,0.0019,0,0.015,0.004,0.002,0,0,0,0
2761,2019,7,경기도 가평군,가평통합,지하수,KOTITI시험연구원,0,불검출,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0.6,적합,적합,0.016,1,0,6.9,0.011,14.2,112,0,0,0.08,5,0,0.52,0,0.019,불검출,0.0065,0.001,0.0029,0,0.014,0.006,0,0,0,0,0
2762,2019,7,경기도 가평군,설악,지하수,KOTITI시험연구원,0,불검출,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0.5,적합,적합,0.01,1,0,7,0.077,19.5,133,0,0,0.12,9,0,0.28,0,0,불검출,0.0015,0.0012,0.0008,0,0.005,0.005,0.004,0,0,0,0
2763,2019,7,경기도 가평군,현리,지하수,KOTITI시험연구원,0,불검출,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0.3,적합,적합,0.089,1,0,7.1,0.048,13.2,105,0,0,0.16,11,0,0.23,0,0,불검출,0.0023,0.0013,0.0014,0,0.007,0.006,0.003,0,0,0,0
2764,2019,7,경기도 양평군,양동,복류수,(주)다솔물환경연구소,0,불검출,0,0.17,0,0,0,0,0,0,1.5,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2.4,적합,적합,0,1,0,7.6,0.002,26.3,125,0,0,0.03,17,0,0.9,0,0.023,불검출,0.0063,0.0007,0.0014,0,0.022,0.009,0.003,0,0,0,
2765,2019,7,경기도 양평군,양서,하천수,(주)다솔물환경연구소,0,불검출,0,0,0,0,0,0,0,0,3.4,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2.7,적합,적합,0,1,0,7.7,0.014,20.3,113,0,0,0.03,12,0,0.75,0,0.015,불검출,0.0061,0.0007,0.0028,0,0.034,0.007,0.003,0,0,0,
2766,2019,7,경기도 양평군,양평통합,복류수,(주)다솔물환경연구소,0,불검출,0,0,0,0,0,0,0,0,1,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2.7,적합,적합,0,1,0,7.6,0.009,32.1,130,0,0,0.05,13,0,0.84,0,0.014,불검출,0.0118,0.0005,0.0034,0,0.04,0.007,0.002,0,0,0,
2767,2019,7,강원도 춘천시,소양,하천수,자체수질검사,0,불검출,0,0.18,0,0,0,0,0,0,1.1,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.2,적합,적합,0,1,0,7.3,0,8.7,61,0,0,0.03,5,0,0.58,0,0.018,불검출,0,0,0,0,0,0,0,0,0,0,0
2768,2019,7,강원도 춘천시,용산,하천수,자체수질검사,0,불검출,0,0.18,0,0,0,0,0,0,0.8,0,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1.3,적합,적합,0,1,0,7.9,0,9.5,63,0,0,0.06,7,0.06,0.51,0,0.025,불검출,0,0,0,0,0,0.001,0,0,0,0,0
2769,2019,7,강원도 원주시,귀래,지하수,원주시 상.하수도사업본부,0,불검출,0,0,0,0,0,0,0,0,0.5,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2,적합,적합,0,1,0,6.9,0.002,16.7,130,0,0,0.06,7,0,0.58,0.01,0.01,불검출,0.001,0,0.002,0,0.006,0.006,0,0,0,0.001,0.3
2770,2019,7,강원도 원주시,신림,지하수,원주시 상.하수도사업본부,0,불검출,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,1.1,적합,적합,0,1,0,7.5,0,43.1,290,0,0,0.08,7,0,0.72,0.01,0,불검출,0,0,0,0,0,0,0,0,0,0.001,0.9
2771,2019,7,강원도 원주시,원주(생활+공업),하천수,원주시 상.하수도사업본부,0,불검출,0,0,0,0,0,0,0,0,1.1,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2,적합,적합,0,1,0,7.3,0,21.6,149,0,0,0.05,8,0.12,0.79,0.01,0.009,불검출,0.0008,0,0.001,0,0.005,0.006,0,0,0,0,
2772,2019,7,강원도 강릉시,연곡,복류수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,1,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1.4,적합,적합,0,1,0,6.8,0,12.6,69,0,0,0.02,5,0,0.7,0,0,불검출,,,,,,0,0,0,,0,
2773,2019,7,강원도 강릉시,홍제2,호소수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,1.2,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2.2,적합,적합,0,1,0,7.2,0,16.9,90,0,0,0.02,7,0.02,0.85,0,0.015,불검출,,,,,,0,0,0,,0,
2774,2019,7,강원도 강릉시,홍제3,호소수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,1.2,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1.8,적합,적합,0,1,0,7.2,0,17.3,89,0,0,0.02,7,0,0.9,0,0.018,불검출,,,,,,0.003,0,0,,0,
2775,2019,7,강원도 동해시,사문,복류수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,1.9,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,2.1,적합,적합,0,1,0,8.1,0,13.9,218,0,0,0.02,16,0.14,0.2,0,0,불검출,0.0006,0.0006,0,0,0.002,0.003,0.004,0,0,0,
2776,2019,7,강원도 동해시,쇄운,복류수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,2.1,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,2.4,적합,적합,0,1,0,7.6,0,11,159,0,0,0.02,13,0.07,0.3,0.02,0,불검출,0,0.0008,0,0,0.003,0,0.005,0,0,0,
2777,2019,7,강원도 동해시,이원,복류수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,1.1,적합,적합,0,1,0,7.7,0,10.2,165,0,0,0.02,13,0,0.2,0.02,0,불검출,0,0.0006,0,0,0.002,0,0,0,0,0,
2778,2019,7,강원도 태백시,당골2,복류수,워터스 생활환경연구소,0,불검출,0,0,0,0,0,0,0,0,0.6,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,적합,적합,0,1,0,7.4,0.025,1.7,28,0,0,0.11,2,0,0.63,0,0.021,불검출,0,0,0,0,0.025,0,0,0,0,0,0
2779,2019,7,강원도 태백시,혈리,용천수,워터스 생활환경연구소,0,불검출,0,0,0,0,0,0,0,0,3,0,0,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0.6,적합,적합,0,1,0,8.5,0,20.2,160,0,0,0.12,9,0,0.82,0,0.037,불검출,0,0,0,0,0.006,0.007,0.003,0,0,0.0005,0
2780,2019,7,강원도 속초시,설악,복류수,강원-보건환경연구원,0,불검출,0,0.24,0,0,0,0,0,0,1,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.1,적합,적합,0.011,1,0,7,0,3.6,26,0,0,0.02,3,0,0.25,0,0.01,불검출,0.0012,0,0.0006,0,0.002,0.003,0,0,0,0,0
2781,2019,7,강원도 속초시,속초,복류수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,1.3,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1.1,적합,적합,0.093,1,0,6.7,0,6.7,44,0,0,0.02,4,0,0.15,0,0,불검출,0.0005,0,0,0,0,0,0,0,0,0,0
2782,2019,7,강원도 속초시,학사평,계곡수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,0.7,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.1,적합,적합,0,1,0,6.7,0,14.1,36,0,0.007,0.02,3,0.01,0.3,0.01,0.018,불검출,0.0008,0,0.0006,0,0.004,0.004,0,0,0,0.0023,0
2783,2019,7,강원도 삼척시,동막,복류수,연세환경,0,불검출,0,0,0,0,0,0,0,0,0.2,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1.1,적합,적합,0.014,1,0,7.3,0.007,6.1,85,0,0,0.04,5,0,0.69,0,0.032,불검출,0.0046,0,0.0016,0,0.013,0.011,0,0,0,0,
2784,2019,7,강원도 삼척시,마교,하천수,연세환경,0,불검출,0,0,0,0,0,0,0,0,0.8,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0.3,적합,적합,0.034,1,0,8.1,0.007,3.3,139,0,0,0.09,10,0,0.79,0,0.013,불검출,0.0054,0,0.0007,0,0.018,0.006,0,0,0,0.0007,
2785,2019,7,강원도 삼척시,마평,복류수,연세환경,0,불검출,0,0,0,0,0,0,0,0,1,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0.3,적합,적합,0,1,0,7.4,0.008,3.6,81,0,0,0.02,14,0,0.62,0,0.006,불검출,0.0039,0,0.0007,0,0.005,0,0,0,0,0,
2786,2019,7,강원도 삼척시,옥원,복류수,연세환경,0,불검출,0,0,0,0,0,0,0,0,0.2,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1.3,적합,적합,0.016,1,0,6.5,0.018,4.4,54,0,0,0.04,5,0,0.53,0,0.035,불검출,0.0033,0,0.0016,0,0.005,0.014,0,0,0,0,
2787,2019,7,강원도 삼척시,임원,지하수,연세환경,0,불검출,0,0,0,0,0,0,0,0,1.3,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.3,적합,적합,0.01,1,0,6.5,0.014,8.3,63,0,0,0.04,11,0,0.53,0,0,불검출,0.0024,0.0011,0.0007,0,0.003,0,0,0,0,0,0
2788,2019,7,강원도 홍천군,도관,복류수,(주)다솔물환경연구소,0,불검출,0,0,0,0,0,0,0,0,1.8,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0.9,적합,적합,0,1,0,7.2,0,27.6,144,0,0,0.05,0,0,0.66,0,0.01,불검출,0,0,0,0,0,0.005,0.002,0,0,0,
2789,2019,7,강원도 홍천군,성산,복류수,연세환경,0,불검출,0,0,0,0,0,0,0,0,1.9,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1.3,적합,적합,0.058,1,0,6.7,0,11.7,112,0,0,0.49,0,0,0.61,0,0.012,불검출,0,0,0,0,0,0.007,0,0,0,0,
2790,2019,7,강원도 홍천군,속초,복류수,한울생명과학(주),0,불검출,0,0.2,0,0,0,0,0,0,2,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.7,적합,적합,0.019,1,0,7,0,11.3,70,0,0,0.06,0,0,0.5,0,0.005,불검출,0,0,0,0,0,0.004,0,0,0,0,
2791,2019,7,강원도 홍천군,자은,복류수,연세환경,0,불검출,0,0,0,0,0,0,0,0,1.3,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,1.3,적합,적합,0.015,1,0,7.4,0,11,142,0,0,0.3,0,0,0.95,0,0.026,불검출,0,0,0,0,0,0,0.009,0,0,0,
2792,2019,7,강원도 홍천군,창촌,복류수,(주)다솔물환경연구소,0,불검출,0,0,0,0,0,0,0,0,6.7,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,2.3,적합,적합,0,1,0,7.3,0,54.7,231,0,0,0.06,0,0,0.65,0,0.016,불검출,0,0,0,0,0,0.006,0.002,0,0,0.0024,
2793,2019,7,강원도 홍천군,태학,복류수,한울생명과학(주),0,불검출,0,0.19,0,0,0,0,0,0,1.8,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2.3,적합,적합,0,1,0,6.9,0,23,93,0,0,0.05,0,0,0.68,0,0.014,불검출,0,0,0,0,0,0.006,0.001,0,0,0,
2794,2019,7,강원도 홍천군,풍암,복류수,(주)다솔물환경연구소,0,불검출,0,0,0,0,0,0,0,0,1.8,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1.3,적합,적합,0,1,0,7.2,0,12.1,91,0,0,0.04,0,0,0.64,0,0.009,불검출,0,0,0,0,0,0.004,0.002,0,0,0,
2795,2019,7,강원도 영월군,상동,복류수,(주)워트랩,0,불검출,0,0,0,0,0,0,0,0,2,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,적합,적합,0,1,0,6.6,0.008,7.7,19,0,0,0.12,5,0,0.81,0,0.009,불검출,0.0086,0,0.0029,0,0.017,0,0,0,0,0,
2796,2019,7,강원도 영월군,쌍용,하천수,(주)워트랩,0,불검출,0,0,0,0,0,0,0,0,2.2,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1,적합,적합,0,1,0,7.7,0,28.1,148,0,0,0.18,12,0.07,0.69,0.01,0.005,불검출,0.0081,0,0,0,0.026,0.003,0,0,0,0,
2797,2019,7,강원도 영월군,영월,지하수,(주)워트랩,0,불검출,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0.9,적합,적합,0,1,0,7.4,0,9.8,62,0,0.023,0.09,7,0,0.83,0.01,0,불검출,0.0033,0.0021,0,0,0.003,0,0,0,0,0,0
2798,2019,7,강원도 영월군,주천,지하수,(주)워트랩,0,불검출,0,0,0,0,0,0,0,0,2.8,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,1,적합,적합,0,1,0,7.3,0,29.9,185,0,0,0.1,13,0,0.79,0.01,0,불검출,0.003,0.0006,0.0006,0,0.013,0.004,0,0,0,0,0
2799,2019,7,강원도 영월군,하동,지하수,(주)워트랩,0,불검출,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,1,적합,적합,0,1,0,7.9,0,16.7,169,0,0.004,0.14,20,0,0.57,0.01,0,불검출,0.0007,0,0,0,0.007,0,0,0,0,0,0
2800,2019,7,강원도 평창군,대관령,복류수,워터스 생활환경연구소,0,불검출,0,0,0,0,0,0,0,0,3,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0.5,적합,적합,0,1,0,7,0,29.2,181,0,0,0.11,9,0,0.82,0,0.024,불검출,,,,,,0.007,0.004,0,0,0,0
2801,2019,7,강원도 평창군,미탄,복류수,워터스 생활환경연구소,0,불검출,0,0,0,0,0,0,0,0,1,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1.3,적합,적합,0,1,0,7.2,0.003,3.4,97,0,0,0.15,3,0,0.55,0,0.019,불검출,,,,,,0.004,0,0,0,0,
2802,2019,7,강원도 평창군,봉평,복류수,워터스 생활환경연구소,0,불검출,0,0,0,0,0,0,0,0,3,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0.9,적합,적합,0,1,0,7.1,0.01,9.5,144,0,0,0.15,11,0,0.79,0.01,0.021,불검출,,,,,,0.006,0,0,0,0,
2803,2019,7,강원도 평창군,신대관령,호소수,워터스 생활환경연구소,0,불검출,0,0,0,0,0,0,0,0,0.2,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1.1,적합,적합,0,1,0,7.4,0.008,8.1,57,0,0,0.22,2,0,0.83,0,0.036,불검출,,,,,,0,0,0,0,0,
2804,2019,7,강원도 평창군,진부,복류수,워터스 생활환경연구소,0,불검출,0,0,0,0,0,0,0,0,2.4,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1.6,적합,적합,0.008,1,0,6.8,0.006,14.1,110,0,0,0.1,8,0,0.75,0.01,0.024,불검출,,,,,,0.006,0,0,0,0,
2805,2019,7,강원도 평창군,평창대화통합,복류수,워터스 생활환경연구소,0,불검출,0,0,0,0,0,0,0,0,1.9,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,1.3,적합,적합,0,1,0,7.4,0,24.7,225,0,0,0.2,12,0,0.88,0,0.012,불검출,,,,,,0.007,0.004,0,0,0,
2806,2019,7,강원도 정선군,구절,복류수,KOTITI시험연구원,0,불검출,0,0,0,0,0,0,0,0,1,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,1,적합,적합,0,0,0,8.2,0,6.2,164,0,0,0.1,8,0,0.58,0,0.029,불검출,0.006,0,0.0007,0,0.012,0.005,0,0,0,0,
2807,2019,7,강원도 정선군,납돌,복류수,KOTITI시험연구원,0,불검출,0,0,0,0,0,0,0,0,1.5,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,1.3,적합,적합,0,0,0,7.8,0,16.9,191,0,0,0.14,22,0.04,0.19,0.01,0.012,불검출,0.002,0,0.0006,0,0.002,0.006,0,0,0,0,
2808,2019,7,강원도 정선군,덕송,복류수,KOTITI시험연구원,0,불검출,0,0,0,0,0,0,0,0,1,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,1.4,적합,적합,0,0,0,7.9,0.005,17.3,154,0,0,0.11,13,0,0.75,0.01,0.02,불검출,0.0041,0,0.001,0,0.012,0.008,0.004,0,0,0,
2809,2019,7,강원도 정선군,도사곡,복류수,KOTITI시험연구원,0,불검출,0,0,0,0,0,0,0,0,1,0,0,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,적합,적합,0,0,0,7,0.002,5.7,48,0,0,0.18,0,0,0.91,0,0.047,불검출,0.0174,0.009,0.0031,0,0.035,0.004,0,0,0,0,
2810,2019,7,강원도 정선군,북평,복류수,KOTITI시험연구원,0,불검출,0,0,0,0,0,0,0,0,0.4,0,0,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2,적합,적합,0,0,0,8,0,16.3,138,0,0,0.2,9,0,0.42,0.02,0.027,불검출,0.0036,0,0.0009,0,0.004,0.009,0.003,0,0,0,
2811,2019,7,강원도 정선군,여량,복류수,KOTITI시험연구원,0,불검출,0,0,0,0,0,0,0,0,2,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,1.2,적합,적합,0,0,0,8,0,16,143,0,0,0.09,11,0,0.37,0.02,0.013,불검출,0.0034,0,0.0009,0,0.009,0.006,0,0,0,0,
2812,2019,7,강원도 정선군,임계,복류수,KOTITI시험연구원,0,불검출,0,0,0,0,0,0,0,0,4.3,0,0,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,1.6,적합,적합,0,0,0,7.2,0,18.6,135,0,0,0.16,13,0,0.59,0.03,0.025,불검출,0.0048,0,0.002,0,0.014,0.01,0.003,0,0,0,
2813,2019,7,강원도 정선군,조동,복류수,KOTITI시험연구원,0,불검출,0,0,0,0,0,0,0,0,1.3,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,1.7,적합,적합,0,0,0,7.9,0,17.3,168,0,0,0.23,21,0,0.23,0.01,0.017,불검출,0.0025,0,0.0007,0,0.01,0.007,0,0,0,0,
2814,2019,7,강원도 정선군,증산,복류수,KOTITI시험연구원,0,불검출,0,0,0,0,0,0,0,0,2.2,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,1.4,적합,적합,0.016,0,0,7.5,0.006,6.5,115,0,0,0.41,7,0.03,0.14,0.01,0.049,불검출,0.0156,0,0.0036,0,0.013,0.008,0,0,0,0,
2815,2019,7,강원도 정선군,화암,복류수,KOTITI시험연구원,0,불검출,0,0,0,0,0,0,0,0,2.6,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0.5,적합,적합,0,0,0,7.9,0.005,21.2,225,0,0,0.13,16,0,0.57,0.01,0.009,불검출,0.0037,0.0007,0.0008,0,0.007,0.005,0.004,0,0,0,
2816,2019,7,강원도 철원군,갈말,복류수,강원-보건환경연구원,0,불검출,0,0.18,0,0,0,0,0,0,1.2,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0.6,적합,적합,0,2,0,7.7,0.005,21.6,86,0,0,0.1,11,0.11,0.76,0,0.017,불검출,0.002,0,0.0027,0,0.015,0.006,0.001,0,0,0.0049,0
